provincia;municipio;estacion;magnitud;punto_muestreo;ano;mes;dia;h01;v01;h02;v02;h03;v03;h04;v04;h05;v05;h06;v06;h07;v07;h08;v08;h09;v09;h10;v10;h11;v11;h12;v12;h13;v13;h14;v14;h15;v15;h16;v16;h17;v17;h18;v18;h19;v19;h20;v20;h21;v21;h22;v22;h23;v23;h24;v24
28;67;1;7;28067001_7_8;2019;5;7;1;V;1;V;1;V;1;V;1;V;3;V;10;V;6;V;3;V;2;V;4;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;67;1;8;28067001_8_8;2019;5;7;5;V;5;V;4;V;4;V;6;V;13;V;25;V;18;V;11;V;9;V;12;V;9;V;5;V;4;V;3;V;3;V;4;V;4;V;4;V;4;V;4;V;3;V;3;V;3;V
28;67;1;10;28067001_10_49;2019;5;7;13;V;16;V;13;V;10;V;14;V;13;V;20;V;25;V;18;V;18;V;20;V;18;V;13;V;13;V;10;V;7;V;7;V;3;V;2;V;2;V;5;V;2;V;6;V;3;V
28;67;1;12;28067001_12_8;2019;5;7;7;V;7;V;6;V;6;V;8;V;18;V;40;V;27;V;15;V;12;V;18;V;12;V;7;V;6;V;5;V;5;V;6;V;6;V;6;V;6;V;6;V;5;V;5;V;5;V
28;67;1;14;28067001_14_6;2019;5;7;62;V;52;V;49;V;46;V;40;V;28;V;21;V;53;V;71;V;79;V;82;V;97;V;108;V;102;V;93;V;89;V;81;V;73;V;65;V;61;V;58;V;60;V;59;V;56;V
28;7;4;7;28007004_7_8;2019;5;7;1;V;1;V;1;V;1;V;1;V;2;V;4;V;4;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;7;4;8;28007004_8_8;2019;5;7;7;V;7;V;7;V;9;V;19;V;39;V;38;V;29;V;16;V;9;V;8;V;8;V;8;V;8;V;9;V;9;V;10;V;13;V;12;V;12;V;9;V;8;V;5;V;5;V
28;7;4;9;28007004_9_49;2019;5;7;17;V;14;V;9;V;10;V;9;V;8;V;14;V;8;V;9;V;12;V;8;V;10;V;12;V;13;V;6;V;7;V;7;V;5;V;4;V;4;V;4;V;4;V;4;V;5;V
28;7;4;12;28007004_12_8;2019;5;7;9;V;9;V;9;V;11;V;21;V;43;V;44;V;34;V;18;V;11;V;10;V;10;V;10;V;10;V;11;V;11;V;12;V;15;V;14;V;14;V;11;V;10;V;7;V;7;V
28;7;4;14;28007004_14_6;2019;5;7;81;V;77;V;76;V;71;V;61;V;43;V;45;V;57;V;75;V;91;V;95;V;97;V;92;V;83;V;76;V;70;V;63;V;58;V;55;V;53;V;54;V;53;V;53;V;51;V
28;74;7;7;28074007_7_8;2019;5;7;1;V;1;V;1;V;1;V;1;V;4;V;9;V;7;V;4;V;2;V;3;V;;N;2;V;2;V;3;V;3;V;3;V;4;V;3;V;2;V;2;V;1;V;1;V;1;V
28;74;7;8;28074007_8_8;2019;5;7;6;V;5;V;6;V;9;V;19;V;41;V;46;V;29;V;18;V;12;V;13;V;;N;10;V;10;V;8;V;8;V;10;V;16;V;16;V;15;V;12;V;8;V;5;V;4;V
28;74;7;9;28074007_9_49;2019;5;7;5;V;8;V;12;V;12;V;11;V;7;V;11;V;11;V;14;V;8;V;5;V;;N;8;V;11;V;6;V;7;V;14;V;18;V;6;V;1;V;4;V;5;V;1;V;4;V
28;74;7;10;28074007_10_49;2019;5;7;23;V;24;V;20;V;19;V;22;V;29;V;28;V;23;V;19;V;21;V;11;V;;N;17;V;16;V;14;V;13;V;19;V;14;V;14;V;6;V;7;V;7;V;6;V;4;V
28;74;7;12;28074007_12_8;2019;5;7;8;V;7;V;8;V;11;V;21;V;47;V;58;V;39;V;25;V;16;V;18;V;;N;14;V;13;V;13;V;12;V;16;V;21;V;20;V;19;V;14;V;10;V;7;V;6;V
28;74;7;14;28074007_14_6;2019;5;7;74;V;71;V;67;V;66;V;61;V;41;V;40;V;57;V;71;V;82;V;;N;;N;84;V;76;V;70;V;64;V;57;V;50;V;47;V;45;V;46;V;48;V;48;V;46;V
28;80;3;7;28080003_7_8;2019;5;7;1;V;1;V;1;V;1;V;1;V;4;V;;N;;N;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;80;3;8;28080003_8_8;2019;5;7;5;V;4;V;4;V;5;V;19;V;47;V;;N;;N;14;V;11;V;10;V;12;V;14;V;14;V;10;V;10;V;10;V;9;V;5;V;4;V;4;V;2;V;2;V;2;V
28;80;3;10;28080003_10_49;2019;5;7;17;V;25;V;20;V;19;V;16;V;19;V;;N;;N;;N;15;V;12;V;9;V;10;V;11;V;10;V;7;V;6;V;5;V;6;V;3;V;6;V;7;V;7;V;4;V
28;80;3;12;28080003_12_8;2019;5;7;7;V;6;V;6;V;7;V;21;V;38;V;;N;;N;17;V;13;V;12;V;14;V;16;V;16;V;12;V;12;V;12;V;11;V;7;V;6;V;6;V;4;V;4;V;4;V
28;80;3;14;28080003_14_6;2019;5;7;68;V;65;V;62;V;58;V;46;V;;N;;N;52;V;63;V;75;V;78;V;80;V;74;V;70;V;66;V;60;V;55;V;53;V;51;V;49;V;48;V;48;V;47;V;47;V
28;9;1;7;28009001_7_8;2019;5;7;1;V;1;V;1;V;1;V;1;V;3;V;7;V;11;V;16;V;15;V;7;V;3;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;9;1;8;28009001_8_8;2019;5;7;19;V;11;V;13;V;14;V;22;V;32;V;37;V;32;V;37;V;44;V;27;V;15;V;14;V;10;V;9;V;8;V;8;V;10;V;10;V;8;V;8;V;7;V;5;V;4;V
28;9;1;9;28009001_9_49;2019;5;7;19;V;19;V;22;V;19;V;23;V;24;V;17;V;20;V;24;V;22;V;19;V;14;V;7;V;10;V;10;V;13;V;12;V;1;V;9;V;5;V;11;V;7;V;5;V;5;V
28;9;1;12;28009001_12_8;2019;5;7;21;V;13;V;15;V;16;V;24;V;36;V;48;V;49;V;61;V;66;V;37;V;20;V;17;V;13;V;12;V;11;V;11;V;12;V;12;V;10;V;10;V;9;V;7;V;6;V
28;9;1;14;28009001_14_6;2019;5;7;70;V;73;V;61;V;54;V;44;V;35;V;33;V;37;V;36;V;50;V;73;V;93;V;97;V;86;V;79;V;75;V;69;V;58;V;56;V;54;V;52;V;52;V;52;V;50;V
28;92;5;1;28092005_1_38;2019;5;7;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;92;5;6;28092005_6_48;2019;5;7;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V
28;92;5;7;28092005_7_8;2019;5;7;1;V;1;V;1;V;1;V;1;V;2;V;4;V;3;V;2;V;3;V;3;V;3;V;1;V;2;V;1;V;11;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;92;5;8;28092005_8_8;2019;5;7;8;V;7;V;7;V;7;V;11;V;20;V;25;V;19;V;13;V;10;V;10;V;8;V;6;V;6;V;6;V;16;V;8;V;7;V;8;V;10;V;8;V;8;V;4;V;4;V
28;92;5;10;28092005_10_49;2019;5;7;8;V;17;V;23;V;16;V;16;V;20;V;22;V;17;V;17;V;13;V;12;V;13;V;11;V;11;V;8;V;8;V;6;V;12;V;7;V;35;V;36;V;11;V;9;V;9;V
28;92;5;12;28092005_12_8;2019;5;7;10;V;9;V;9;V;9;V;13;V;22;V;31;V;25;V;16;V;14;V;15;V;12;V;8;V;9;V;9;V;33;V;10;V;9;V;10;V;12;V;10;V;10;V;6;V;6;V
28;92;5;14;28092005_14_6;2019;5;7;62;V;59;V;56;V;57;V;55;V;48;V;46;V;53;V;61;V;71;V;74;V;77;V;74;V;68;V;62;V;54;V;51;V;49;V;45;V;43;V;43;V;42;V;43;V;41;V
28;102;1;1;28102001_1_38;2019;5;8;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;102;1;6;28102001_6_48;2019;5;8;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V
28;102;1;7;28102001_7_8;2019;5;8;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;102;1;8;28102001_8_8;2019;5;8;2;V;2;V;2;V;2;V;2;V;3;V;5;V;5;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;3;V;3;V;2;V;2;V
28;102;1;10;28102001_10_49;2019;5;8;5;V;5;V;3;V;4;V;4;V;5;V;6;V;4;V;4;V;1;V;3;V;5;V;2;V;3;V;3;V;2;V;2;V;3;V;4;V;7;V;7;V;5;V;5;V;5;V
28;102;1;12;28102001_12_8;2019;5;8;4;V;4;V;4;V;4;V;4;V;5;V;7;V;7;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;5;V;5;V;5;V;5;V;4;V;4;V
28;102;1;14;28102001_14_6;2019;5;8;53;V;53;V;54;V;51;V;49;V;43;V;39;V;43;V;65;V;62;V;61;V;60;V;66;V;69;V;72;V;73;V;81;V;80;V;74;V;74;V;76;V;77;V;77;V;77;V
28;120;1;7;28120001_7_8;2019;5;8;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;120;1;8;28120001_8_8;2019;5;8;3;V;3;V;3;V;3;V;3;V;3;V;4;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V
28;120;1;9;28120001_9_49;2019;5;8;5;V;5;V;2;V;10;V;5;V;1;V;5;V;4;V;4;V;13;V;7;V;1;V;1;V;1;V;5;V;9;V;4;V;1;V;10;V;6;V;13;V;9;V;4;V;1;V
28;120;1;10;28120001_10_49;2019;5;8;3;V;3;V;7;V;5;V;1;V;1;V;3;V;3;V;2;V;4;V;5;V;2;V;1;V;3;V;6;V;6;V;6;V;14;V;19;V;8;V;2;V;5;V;3;V;10;V
28;120;1;12;28120001_12_8;2019;5;8;5;V;5;V;5;V;5;V;5;V;5;V;6;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V
28;120;1;14;28120001_14_6;2019;5;8;65;V;65;V;63;V;63;V;66;V;64;V;60;V;58;V;59;V;62;V;65;V;73;V;76;V;86;V;94;V;100;V;102;V;102;V;98;V;98;V;98;V;97;V;98;V;96;V
28;123;2;7;28123002_7_8;2019;5;8;1;V;1;V;1;V;1;V;1;V;3;V;4;V;4;V;4;V;4;V;4;V;3;V;3;V;4;V;3;V;3;V;3;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V
28;123;2;8;28123002_8_8;2019;5;8;14;V;13;V;15;V;17;V;20;V;28;V;26;V;24;V;21;V;16;V;17;V;18;V;15;V;19;V;19;V;19;V;19;V;19;V;19;V;20;V;19;V;16;V;16;V;13;V
28;123;2;10;28123002_10_49;2019;5;8;5;V;5;V;4;V;5;V;5;V;7;V;10;V;14;V;22;V;35;V;48;V;27;V;15;V;13;V;17;V;17;V;15;V;15;V;13;V;11;V;13;V;13;V;13;V;12;V
28;123;2;12;28123002_12_8;2019;5;8;16;V;15;V;17;V;19;V;22;V;32;V;33;V;30;V;27;V;22;V;23;V;23;V;20;V;24;V;23;V;24;V;23;V;21;V;21;V;22;V;21;V;18;V;18;V;15;V
28;123;2;14;28123002_14_8;2019;5;8;46;V;48;V;46;V;43;V;38;V;31;V;34;V;47;V;51;V;57;V;53;V;53;V;54;V;53;V;59;V;65;V;72;V;70;V;62;V;64;V;63;V;61;V;59;V;61;V
28;123;2;14;28123002_14_6;2019;5;8;45;V;46;V;45;V;42;V;36;V;30;V;33;V;46;V;50;V;56;V;51;V;52;V;52;V;52;V;57;V;63;V;70;V;68;V;60;V;63;V;61;V;60;V;58;V;60;V
28;13;2;7;28013002_7_8;2019;5;8;2;V;2;V;2;V;2;V;2;V;3;V;5;V;4;V;3;V;3;V;;N;;N;;N;2;V;3;V;3;V;3;V;3;V;2;V;2;V;2;V;2;V;1;V;1;V
28;13;2;8;28013002_8_8;2019;5;8;10;V;9;V;8;V;10;V;14;V;22;V;25;V;20;V;18;V;13;V;;N;;N;;N;10;V;10;V;13;V;13;V;14;V;16;V;17;V;16;V;15;V;10;V;9;V
28;13;2;10;28013002_10_49;2019;5;8;23;V;10;V;2;V;8;V;4;V;8;V;11;V;10;V;7;V;7;V;8;V;9;V;15;V;8;V;4;V;11;V;1;V;5;V;3;V;5;V;5;V;7;V;11;V;9;V
28;13;2;12;28013002_12_8;2019;5;8;13;V;11;V;11;V;13;V;17;V;26;V;32;V;26;V;23;V;18;V;;N;;N;4;V;13;V;14;V;17;V;17;V;18;V;19;V;20;V;19;V;18;V;12;V;11;V
28;13;2;14;28013002_14_6;2019;5;8;41;V;44;V;43;V;41;V;36;V;28;V;29;V;36;V;41;V;42;V;50;V;53;V;;N;59;V;57;V;57;V;59;V;55;V;55;V;54;V;55;V;53;V;63;V;66;V
28;133;2;7;28133002_7_8;2019;5;8;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;133;2;8;28133002_8_8;2019;5;8;1;V;1;V;2;V;1;V;2;V;2;V;4;V;4;V;3;V;3;V;3;V;3;V;2;V;2;V;2;V;3;V;3;V;3;V;4;V;3;V;4;V;3;V;2;V;2;V
28;133;2;10;28133002_10_49;2019;5;8;1;V;3;V;16;V;3;V;2;V;2;V;1;V;1;V;10;V;13;V;2;V;1;V;1;V;2;V;4;V;5;V;4;V;19;V;6;V;1;V;1;V;2;V;5;V;7;V
28;133;2;12;28133002_12_8;2019;5;8;3;V;3;V;4;V;3;V;4;V;4;V;6;V;6;V;5;V;5;V;5;V;5;V;4;V;4;V;4;V;5;V;5;V;5;V;6;V;5;V;6;V;5;V;4;V;4;V
28;133;2;14;28133002_14_6;2019;5;8;55;V;51;V;44;V;41;V;40;V;41;V;45;V;49;V;53;V;51;V;50;V;48;V;53;V;64;V;69;V;67;V;67;V;69;V;68;V;71;V;67;V;67;V;66;V;61;V
28;14;2;7;28014002_7_8;2019;5;8;1;V;1;V;1;V;1;V;2;V;3;V;4;V;3;V;2;V;2;V;3;V;11;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;14;2;8;28014002_8_8;2019;5;8;2;V;2;V;2;V;3;V;8;V;12;V;10;V;9;V;7;V;5;V;6;V;12;V;4;V;5;V;5;V;6;V;5;V;6;V;5;V;6;V;4;V;3;V;3;V;3;V
28;14;2;10;28014002_10_49;2019;5;8;12;V;5;V;4;V;5;V;5;V;3;V;8;V;9;V;4;V;7;V;14;V;8;V;11;V;7;V;3;V;6;V;9;V;8;V;8;V;3;V;5;V;7;V;5;V;8;V
28;14;2;12;28014002_12_8;2019;5;8;4;V;4;V;4;V;5;V;10;V;17;V;16;V;13;V;10;V;8;V;10;V;29;V;7;V;8;V;7;V;9;V;8;V;8;V;7;V;8;V;6;V;5;V;5;V;5;V
28;14;2;14;28014002_14_6;2019;5;8;48;V;50;V;51;V;47;V;40;V;35;V;37;V;45;V;56;V;64;V;57;V;53;V;56;V;62;V;65;V;66;V;77;V;71;V;69;V;69;V;73;V;70;V;70;V;69;V
28;148;4;7;28148004_7_8;2019;5;8;1;V;1;V;1;V;1;V;2;V;5;V;5;V;4;V;4;V;3;V;4;V;4;V;4;V;4;V;3;V;3;V;3;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V
28;148;4;8;28148004_8_8;2019;5;8;8;V;6;V;7;V;8;V;19;V;31;V;29;V;26;V;23;V;17;V;15;V;17;V;14;V;14;V;13;V;15;V;16;V;16;V;14;V;14;V;12;V;10;V;11;V;9;V
28;148;4;9;28148004_9_49;2019;5;8;1;V;2;V;3;V;1;V;3;V;5;V;8;V;9;V;9;V;12;V;13;V;13;V;6;V;17;V;18;V;19;V;19;V;14;V;8;V;5;V;9;V;8;V;4;V;4;V
28;148;4;10;28148004_10_49;2019;5;8;12;V;13;V;10;V;7;V;6;V;7;V;11;V;11;V;14;V;21;V;27;V;26;V;22;V;22;V;26;V;33;V;38;V;29;V;21;V;13;V;11;V;9;V;6;V;10;V
28;148;4;12;28148004_12_8;2019;5;8;10;V;8;V;9;V;10;V;22;V;39;V;37;V;32;V;28;V;22;V;21;V;23;V;20;V;21;V;18;V;20;V;20;V;18;V;16;V;16;V;14;V;12;V;13;V;11;V
28;148;4;14;28148004_14_6;2019;5;8;47;V;52;V;51;V;47;V;35;V;24;V;28;V;43;V;48;V;57;V;53;V;52;V;54;V;55;V;62;V;69;V;75;V;75;V;72;V;70;V;74;V;78;V;75;V;70;V
28;16;1;1;28016001_1_38;2019;5;8;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;16;1;6;28016001_6_48;2019;5;8;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;;N;;N;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;16;1;7;28016001_7_8;2019;5;8;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;16;1;8;28016001_8_8;2019;5;8;2;V;2;V;2;V;1;V;1;V;2;V;3;V;3;V;3;V;2;V;2;V;2;V;1;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V
28;16;1;9;28016001_9_49;2019;5;8;4;V;7;V;5;V;2;V;6;V;5;V;5;V;5;V;3;V;1;V;5;V;5;V;7;V;11;V;4;V;2;V;2;V;3;V;5;V;2;V;6;V;4;V;7;V;4;V
28;16;1;10;28016001_10_49;2019;5;8;10;V;10;V;10;V;4;V;3;V;4;V;5;V;5;V;2;V;3;V;4;V;4;V;5;V;8;V;8;V;6;V;6;V;3;V;6;V;13;V;14;V;11;V;8;V;9;V
28;16;1;12;28016001_12_8;2019;5;8;4;V;4;V;4;V;3;V;3;V;4;V;5;V;5;V;5;V;4;V;4;V;4;V;3;V;4;V;4;V;5;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;3;V
28;16;1;14;28016001_14_6;2019;5;8;60;V;56;V;55;V;56;V;57;V;51;V;48;V;47;V;50;V;60;V;63;V;62;V;65;V;65;V;67;V;74;V;82;V;87;V;89;V;97;V;98;V;98;V;98;V;95;V
28;16;1;20;28016001_20_59;2019;5;8;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;16;1;30;28016001_30_59;2019;5;8;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;16;1;42;28016001_42_2;2019;5;8;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V
28;16;1;44;28016001_44_2;2019;5;8;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;16;1;431;28016001_431_59;2019;5;8;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
28;161;1;7;28161001_7_8;2019;5;8;1;V;1;V;1;V;1;V;1;V;2;V;3;V;3;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;2;V;1;V
28;161;1;8;28161001_8_8;2019;5;8;2;V;2;V;2;V;3;V;4;V;8;V;10;V;9;V;6;V;3;V;4;V;5;V;6;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;4;V;3;V;5;V;3;V
28;161;1;9;28161001_9_49;2019;5;8;1;V;1;V;1;V;3;V;3;V;3;V;6;V;5;V;3;V;3;V;2;V;2;V;5;V;2;V;4;V;3;V;4;V;5;V;5;V;4;V;4;V;6;V;4;V;9;V
28;161;1;12;28161001_12_8;2019;5;8;4;V;4;V;4;V;5;V;6;V;11;V;14;V;14;V;8;V;5;V;6;V;7;V;8;V;7;V;7;V;7;V;7;V;7;V;7;V;7;V;7;V;5;V;7;V;5;V
28;161;1;14;28161001_14_6;2019;5;8;57;V;58;V;56;V;52;V;49;V;44;V;41;V;52;V;62;V;70;V;62;V;58;V;60;V;66;V;66;V;74;V;78;V;74;V;72;V;77;V;78;V;76;V;76;V;75;V
28;171;1;1;28171001_1_38;2019;5;8;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;171;1;6;28171001_6_48;2019;5;8;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V
28;171;1;7;28171001_7_8;2019;5;8;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;8;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;171;1;8;28171001_8_8;2019;5;8;4;V;4;V;4;V;4;V;4;V;4;V;4;V;3;V;4;V;9;V;4;V;4;V;4;V;3;V;3;V;3;V;4;V;4;V;4;V;4;V;3;V;4;V;4;V;5;V
28;171;1;9;28171001_9_49;2019;5;8;5;V;8;V;8;V;5;V;4;V;13;V;4;V;2;V;2;V;6;V;10;V;8;V;15;V;1;V;3;V;8;V;5;V;6;V;7;V;11;V;9;V;6;V;16;V;10;V
28;171;1;10;28171001_10_49;2019;5;8;4;V;5;V;3;V;8;V;3;V;23;V;8;V;2;V;3;V;6;V;17;V;24;V;13;V;4;V;3;V;8;V;11;V;14;V;10;V;10;V;8;V;12;V;15;V;17;V
28;171;1;12;28171001_12_8;2019;5;8;6;V;6;V;6;V;6;V;6;V;6;V;6;V;5;V;6;V;21;V;6;V;6;V;6;V;5;V;5;V;5;V;6;V;6;V;6;V;6;V;5;V;6;V;6;V;7;V
28;171;1;14;28171001_14_6;2019;5;8;51;V;53;V;49;V;43;V;43;V;39;V;45;V;51;V;54;V;48;V;52;V;51;V;54;V;61;V;74;V;71;V;72;V;76;V;75;V;73;V;76;V;70;V;60;V;58;V
28;180;1;7;28180001_7_8;2019;5;8;1;V;1;V;1;V;1;V;2;V;3;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;2;V
28;180;1;8;28180001_8_8;2019;5;8;4;V;4;V;4;V;6;V;9;V;11;V;9;V;8;V;7;V;6;V;6;V;6;V;6;V;5;V;4;V;4;V;6;V;5;V;6;V;6;V;6;V;6;V;4;V;4;V
28;180;1;9;28180001_9_49;2019;5;8;6;V;6;V;4;V;6;V;6;V;7;V;5;V;4;V;3;V;2;V;2;V;2;V;3;V;2;V;2;V;3;V;2;V;3;V;5;V;5;V;4;V;7;V;6;V;8;V
28;180;1;12;28180001_12_8;2019;5;8;6;V;6;V;6;V;8;V;12;V;15;V;14;V;14;V;10;V;10;V;9;V;9;V;9;V;8;V;7;V;7;V;9;V;8;V;8;V;8;V;8;V;8;V;6;V;7;V
28;180;1;14;28180001_14_6;2019;5;8;51;V;51;V;52;V;48;V;43;V;39;V;42;V;47;V;54;V;58;V;59;V;63;V;64;V;70;V;70;V;72;V;79;V;77;V;72;V;72;V;74;V;75;V;78;V;79;V
28;45;2;6;28045002_6_48;2019;5;8;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.3;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;45;2;7;28045002_7_8;2019;5;8;1;V;1;V;1;V;1;V;2;V;5;V;4;V;4;V;2;V;2;V;3;V;4;V;4;V;3;V;4;V;4;V;45;V;4;V;3;V;1;V;1;V;1;V;1;V;1;V
28;45;2;8;28045002_8_8;2019;5;8;13;V;13;V;13;V;13;V;18;V;24;V;24;V;21;V;17;V;15;V;16;V;17;V;16;V;15;V;17;V;16;V;38;V;21;V;21;V;17;V;14;V;13;V;12;V;12;V
28;45;2;10;28045002_10_49;2019;5;8;6;V;2;V;2;V;3;V;7;V;5;V;7;V;25;V;23;V;36;V;27;V;14;V;9;V;11;V;12;V;12;V;14;V;7;V;9;V;4;V;4;V;6;V;5;V;8;V
28;45;2;12;28045002_12_8;2019;5;8;15;V;15;V;15;V;15;V;21;V;31;V;31;V;26;V;21;V;19;V;22;V;24;V;21;V;21;V;23;V;21;V;107;V;27;V;25;V;20;V;16;V;15;V;14;V;14;V
28;45;2;14;28045002_14_6;2019;5;8;48;V;50;V;51;V;48;V;41;V;35;V;34;V;41;V;52;V;56;V;52;V;51;V;53;V;54;V;61;V;72;V;60;V;65;V;63;V;75;V;89;V;89;V;87;V;87;V
28;47;2;1;28047002_1_38;2019;5;8;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;2;V;2;V;2;V;2;V
28;47;2;7;28047002_7_8;2019;5;8;2;V;2;V;2;V;3;V;5;V;6;V;7;V;7;V;6;V;5;V;6;V;6;V;5;V;5;V;5;V;5;V;6;V;5;V;3;V;3;V;2;V;2;V;2;V;1;V
